Date,XLF,XLI,XLK,XLE,XLP,XLV,XLU,XLY,XLB
2018-02-28,-0.029689748738609686,-0.03939632069974704,-0.00409917778747539,-0.11468204556525753,-0.07933660238819655,-0.04599058371681105,-0.03956554746581632,-0.03530679883630962,-0.054182111605046115
2018-03-31,-0.04244126412146669,-0.027251201939369172,-0.03805295183607562,0.01708392833687993,-0.009110545886142568,-0.029599574492098386,0.03726236835153565,-0.024135954839104388,-0.042347555597532366
2018-04-30,-0.004362304745739206,-0.028259136743120267,0.0006110923610024996,0.09070059519202098,-0.04230358279828715,0.010509897469980949,0.020178864401494048,0.023514371774550496,0.001228833389586241
2018-05-31,-0.009884557180212169,0.030276627687672655,0.06562646535736612,0.029502058176811504,-0.015782793709359845,0.0018220395046767998,-0.011116595826489323,0.019670442041988187,0.020314849720883658
2018-06-30,-0.017623691267869473,-0.03447783019244802,-0.002634522782501891,0.005679856898904801,0.04467736704511589,0.01635820814096028,0.027749735642214703,0.0355470466221515,0.002751642645597769
2018-07-31,0.04988187531947516,0.07125230342737107,0.020657192719203767,0.015418731324119916,0.03882495816812761,0.06348220740273615,0.015847590591418173,0.017863464262148947,0.028185291044804568
2018-08-31,0.013504190816745348,0.002337350445552329,0.06390360646934647,-0.03536913262593775,0.003912666177290979,0.04238171109543316,0.012798994414090605,0.049786804319694546,-0.007731154499670097
2018-09-30,-0.022403888563669174,0.0215398423177392,-0.00019259604597098473,0.024165182673429042,0.009823582216675572,0.02911413651886824,-0.006504485974178524,0.0052901738155027,-0.01811714694482411
2018-10-31,-0.048282582431593175,-0.11504436467805193,-0.08343357953236405,-0.12022849708891573,0.01982808379161218,-0.0701949462674453,0.01956051891027885,-0.10647958527181156,-0.09632907763401673
2018-11-30,0.02591680684491013,0.03735883254609085,-0.01982005141148641,-0.015757732819694538,0.022468752421111068,0.07773340233096077,0.03477648069053433,0.024465834605565905,0.03731048027903391
2018-12-31,-0.11798390799010265,-0.11270999840826898,-0.0874820032398862,-0.13283655082145815,-0.09337201367535665,-0.09820406573844921,-0.04076440957437153,-0.08290614575131436,-0.07136386450145935
2019-01-31,0.0852609112777421,0.10819730111794668,0.06707639396725966,0.10626677392746307,0.050120931396083174,0.04696645104184179,0.03417887578626485,0.09410654383820531,0.05450454705034515
2019-02-28,0.022112859988346445,0.061730692871971526,0.06681802363038614,0.02278652070225817,0.017637191007786622,0.010750075775512664,0.04026660370976889,0.013060250425332973,0.031368019058720574
2019-03-31,-0.02592721730115943,-0.011561258026254172,0.04658444198824863,0.021057534411097534,0.03751722465094703,0.004807750863212137,0.027532297558417004,0.03590072689899731,0.012451311660603257
2019-04-30,0.08603868593671966,0.03894876881756391,0.06170511171364089,-0.00015124918386005858,0.028116174762929328,-0.02751388306407,0.009240040228060619,0.053193277803639034,0.03453184119577362
2019-05-31,-0.07443753035641272,-0.07947659278812713,-0.09063283938107133,-0.11768850223568644,-0.037067311644882105,-0.02243224060383073,-0.007866077056734139,-0.07908550966945908,-0.08535103110421917
2019-06-30,0.06441688189493139,0.07622418423457793,0.08561128041719267,0.08979651503328284,0.05087885282571944,0.06385719010106211,0.03136612612928375,0.07525500716170318,0.10942580550923013
2019-07-31,0.0232778747302038,0.005153571137082858,0.03438402851081395,-0.01598020010767258,0.023150143113068924,-0.016324161760901235,-0.0013425725379405827,0.012671146120267882,-0.002738781767994312
2019-08-31,-0.048224053817858416,-0.026828126473612424,-0.015471321556552658,-0.08692440998361299,0.02147389828926916,-0.00594281723988791,0.04962961436479398,-0.009488157641935835,-0.028690269184578614
2019-09-30,0.04442019468243279,0.02966927738281471,0.015606255399752123,0.038588690272616806,0.01736085638012476,-0.0010561901268414755,0.041637365731642,0.012634257503467528,0.03130264060408211
2019-10-31,0.024692569917852628,0.011272072520021749,0.03825096667580357,-0.021168269365891335,-0.004241953108284202,0.049988903358557754,-0.007597763731740415,0.001241896103917386,-0.0001718877228914123
2019-11-30,0.049287501339946777,0.04398088962994496,0.052272508044591416,0.015918105255545965,0.013641003984230038,0.04881529765977909,-0.01885348686584171,0.01315276576333916,0.031297610427186345
2019-12-31,0.025758306852161274,-0.002013133703552227,0.042298974965390826,0.05851627958254539,0.023841113301293532,0.03416253072813377,0.03237554712870395,0.027256797568275863,0.028222096368281248
2020-01-31,-0.027002202271577364,-0.004428630180379402,0.039149220580636336,-0.11645145753617296,0.003170388079789969,-0.027066335449011724,0.06529266683772852,-0.0007978157378293042,-0.06369230137715617
2020-02-29,-0.11932773093042812,-0.10425149238020845,-0.07581195801180504,-0.1659149614685615,-0.08571721236697673,-0.06813593605831482,-0.1037831605464523,-0.07874671829804335,-0.08904823257723005
2020-03-31,-0.23617735521981947,-0.2061139230288149,-0.0896834833980754,-0.42115177399703446,-0.05690986095502252,-0.039649207299789484,-0.10531179282631814,-0.16149991185620935,-0.15078468398966813
2020-04-30,0.09040780779370905,0.08445213645176483,0.12871404995279165,0.26822355350306637,0.06726557273287326,0.11856027376275714,0.03284220159937886,0.17296599527588874,0.14138247473793003
2020-05-31,0.026841425956727564,0.052484045856671845,0.0693063228949708,0.01980247974427505,0.016512442299792728,0.032359496112340666,0.04156221408925774,0.06306328914997192,0.06654836487600391
2020-06-30,-0.005241764480921176,0.019535980734924102,0.06718226306710787,-0.011015692524562954,-0.0022483033054866296,-0.024728916922771006,-0.04784933901894751,0.030275852638589926,0.021579907132429643
2020-07-31,0.03774021769815321,0.04315996097598581,0.055290701590563776,-0.04927916779262258,0.06694412822185188,0.05312548843446081,0.07508212466008002,0.07021872359466805,0.06874441207879674
2020-08-31,0.04196970416282048,0.08136101770033773,0.11226382085716301,-0.010602703619547089,0.044909294212711164,0.025540579318496414,-0.02631742939598708,0.09125421016990347,0.042649235267822175
2020-09-30,-0.0348214213847657,-0.0068455660177425175,-0.054826646291448615,-0.1579018185929477,-0.01688955497874891,-0.022046135055676732,0.010755193702111232,-0.018809606000202258,0.014963775532460177
2020-10-31,-0.008762716238979769,-0.014524064517865285,-0.05133845858958919,-0.041935495167570745,-0.029125351920998004,-0.036887372608221766,0.04928753655639442,-0.02766164239601779,-0.007254353556522084
2020-11-30,0.15570601326532493,0.1486560014929245,0.10781103117463783,0.24681651529954465,0.07202961434683512,0.0764801215618929,0.007346870324435677,0.09526553624682846,0.11655110276368583
2020-12-31,0.0611520195156391,0.010018218331362017,0.0539355427034898,0.04382654076942986,0.016375280386949895,0.03727475753019402,0.006185198894832596,0.023988414011576743,0.024513199056959572
2021-01-31,-0.018141739292307106,-0.04362579298533068,-0.008418886150301171,0.03678218720362892,-0.05109838028520824,0.013918734679581204,-0.008810736624833932,0.007621135327494868,-0.024471382977536992
2021-02-28,0.10980650983652716,0.06662292250149189,0.013558494332013178,0.20258794775467634,-0.01240298068670067,-0.021262241442392818,-0.06291994999135903,-0.005322601078221975,0.04036892691909052
2021-03-31,0.056875481504969114,0.08605720726184095,0.018199971465338877,0.029277013105528268,0.08156357927183008,0.039483485616528,0.1003162999381692,0.04363257736955211,0.07316155798202878
2021-04-30,0.06288526803392377,0.03473757228388622,0.050577801464671855,0.006703720607440899,0.01842117062926782,0.03856476824483297,0.040996748519923056,0.06255812448916682,0.05240914258649791
2021-05-31,0.046607760648722844,0.030816289407178805,-0.00934913039479117,0.055526289192315156,0.017522661150577757,0.018536266831154384,-0.023658777404344904,-0.034572468175374994,0.04956987753368751
2021-06-30,-0.030865452383482834,-0.023058587366101602,0.06659599574494865,0.04146772654570721,-0.005458917394298083,0.022729304809590536,-0.02233033038098419,0.033984746505658595,-0.05406770795958763
2021-07-31,-0.004644116022011133,0.009331269222036647,0.038136485795580696,-0.08682592604336321,0.02177089400482222,0.04805280000486392,0.04242111302145927,0.010474035506296567,0.020562157861919252
2021-08-31,0.050197653800280004,0.011064761556123232,0.034974239835332634,-0.020247979497964166,0.010433056051568105,0.02289145586907855,0.038217411181155125,0.01768875845639733,0.018747403905844458
2021-09-30,-0.018597037089601642,-0.0627246160894801,-0.06017405312787695,0.08554902384013903,-0.04227262847842622,-0.056765251222800205,-0.06286763046764444,-0.02164004361455052,-0.07460075161086635
